Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore
2023-12-31 18:30:00,42629.65,42652.54,42624.0,42652.54,99.21056,2023-12-31 18:34:59.999,4230341.3531333,3812,50.27844,2143829.355586,0
2023-12-31 18:35:00,42652.54,42678.64,42651.94,42669.63,55.5416,2023-12-31 18:39:59.999,2369711.9844197,3054,25.28317,1078663.3307459,0
2023-12-31 18:40:00,42669.62,42719.8,42660.6,42696.77,73.88861,2023-12-31 18:44:59.999,3154893.2105885,4430,37.92144,1618986.6299924,0
2023-12-31 18:45:00,42696.76,42702.54,42653.43,42667.29,59.59783,2023-12-31 18:49:59.999,2543722.0202713,3454,24.78377,1057793.8703037,0
2023-12-31 18:50:00,42667.29,42667.3,42629.18,42641.37,41.25878,2023-12-31 18:54:59.999,1759591.8168228,2910,12.9783,553435.4627468,0
2023-12-31 18:55:00,42641.37,42659.15,42634.6,42656.7,51.00978,2023-12-31 18:59:59.999,2175643.9518162,2776,25.3054,1079229.978974,0
2023-12-31 19:00:00,42656.69,42683.99,42635.37,42683.99,69.20371,2023-12-31 19:04:59.999,2951889.4297928,3536,37.33992,1592811.5177461,0
2023-12-31 19:05:00,42683.99,42683.99,42620.22,42649.11,51.41816,2023-12-31 19:09:59.999,2193099.1184376,2814,17.35895,740259.1374665,0
2023-12-31 19:10:00,42649.11,42666.37,42631.1,42639.99,44.44807,2023-12-31 19:14:59.999,1895747.675896,2676,16.65581,710398.9852882,0
2023-12-31 19:15:00,42639.98,42641.55,42592.6,42618.47,48.72146,2023-12-31 19:19:59.999,2076420.4307428,2849,18.14992,773397.2817839,0
2023-12-31 19:20:00,42618.48,42640.0,42586.91,42618.52,91.64242,2023-12-31 19:24:59.999,3905537.2520135,3516,41.30656,1760237.0341781,0
2023-12-31 19:25:00,42618.53,42676.72,42611.1,42673.07,68.12845,2023-12-31 19:29:59.999,2906079.9413754,3278,42.7145,1821844.4306209,0
2023-12-31 19:30:00,42673.06,42678.01,42598.46,42601.93,62.041,2023-12-31 19:34:59.999,2645031.1538429,3149,26.29717,1121204.6605113,0
2023-12-31 19:35:00,42601.94,42651.14,42601.93,42649.99,42.15064,2023-12-31 19:39:59.999,1796657.5220515,2336,24.07554,1026132.7974631,0
2023-12-31 19:40:00,42650.0,42670.74,42649.99,42670.74,32.63968,2023-12-31 19:44:59.999,1392506.9702061,1743,21.00866,896322.7534016,0
2023-12-31 19:45:00,42670.73,42695.44,42661.1,42661.1,38.21502,2023-12-31 19:49:59.999,1631058.0165256,2304,18.34402,782950.5664402,0
2023-12-31 19:50:00,42661.11,42666.84,42641.06,42645.0,52.07051,2023-12-31 19:54:59.999,2220855.0395674,2281,22.29705,950898.0397155,0
2023-12-31 19:55:00,42645.0,42645.01,42604.33,42619.04,102.87879,2023-12-31 19:59:59.999,4384671.7223137,2778,55.78429,2377308.9888209,0
2023-12-31 20:00:00,42619.04,42651.1,42608.06,42645.01,66.63342,2023-12-31 20:04:59.999,2840189.4626108,3029,39.21576,1671463.4142941,0
2023-12-31 20:05:00,42645.01,42645.01,42561.1,42585.99,83.27812,2023-12-31 20:09:59.999,3547174.9809447,3073,32.82486,1397629.2687301,0
2023-12-31 20:10:00,42586.0,42586.0,42569.56,42576.01,73.81907,2023-12-31 20:14:59.999,3143006.4879872,2716,44.20619,1882089.7869939,0
2023-12-31 20:15:00,42576.0,42636.43,42576.0,42620.8,54.70129,2023-12-31 20:19:59.999,2331164.5918056,2755,32.68019,1392510.9130229,0
2023-12-31 20:20:00,42620.8,42628.62,42601.1,42618.0,57.47986,2023-12-31 20:24:59.999,2449587.158343,2658,29.98916,1277983.5174921,0
2023-12-31 20:25:00,42617.99,42680.36,42566.96,42581.99,173.36529,2023-12-31 20:29:59.999,7389562.1377389,5194,69.80654,2975446.1644686,0
2023-12-31 20:30:00,42581.99,42625.75,42539.45,42554.0,128.37071,2023-12-31 20:34:59.999,5464993.5263567,5292,69.0394,2939046.9589064,0
2023-12-31 20:35:00,42554.0,42575.73,42547.96,42575.72,74.11821,2023-12-31 20:39:59.999,3154517.130449,3020,44.69449,1902209.9891334,0
