Open Time,Open,High,Low,Close,Volume
2020-12-31 18:30:00+00:00,1891.625,1893.018,1891.445,1892.438,0.15465
2020-12-31 18:35:00+00:00,1892.458,1893.458,1892.308,1893.328,0.07755
2020-12-31 18:40:00+00:00,1893.334,1893.538,1892.868,1893.438,0.05714
2020-12-31 18:45:00+00:00,1893.368,1893.398,1892.928,1893.035,0.05101
2020-12-31 18:50:00+00:00,1892.965,1893.765,1892.815,1893.765,0.0662
2020-12-31 18:55:00+00:00,1893.755,1893.865,1893.175,1893.614,0.08209
2020-12-31 19:00:00+00:00,1893.605,1894.145,1893.258,1894.145,0.08987
2020-12-31 19:05:00+00:00,1894.165,1894.744,1893.958,1894.585,0.14119
2020-12-31 19:10:00+00:00,1894.624,1894.988,1894.405,1894.988,0.05498
2020-12-31 19:15:00+00:00,1895.005,1895.875,1895.005,1895.715,0.08727
2020-12-31 19:20:00+00:00,1895.695,1895.745,1895.475,1895.605,0.05328
2020-12-31 19:25:00+00:00,1895.615,1895.925,1894.845,1895.555,0.04877
2020-12-31 19:30:00+00:00,1895.555,1895.995,1895.535,1895.985,0.03034
2020-12-31 19:35:00+00:00,1895.935,1896.965,1895.795,1896.945,0.06044
2020-12-31 19:40:00+00:00,1897.025,1897.105,1896.435,1896.595,0.06455
2020-12-31 19:45:00+00:00,1896.605,1896.7,1896.255,1896.525,0.05138
2020-12-31 19:50:00+00:00,1896.535,1896.718,1896.015,1896.641,0.06909
2020-12-31 19:55:00+00:00,1896.639,1897.076,1896.528,1896.735,0.2382
2020-12-31 20:00:00+00:00,1896.718,1896.718,1896.218,1896.498,0.07186
2020-12-31 20:05:00+00:00,1896.503,1897.245,1896.318,1897.236,0.21307
2020-12-31 20:10:00+00:00,1897.234,1898.098,1897.123,1897.598,0.12829
2020-12-31 20:15:00+00:00,1897.698,1897.698,1897.198,1897.528,0.04063
2020-12-31 20:20:00+00:00,1897.528,1898.178,1897.498,1897.768,0.03972
2020-12-31 20:25:00+00:00,1897.848,1898.448,1897.848,1898.048,0.02548
2020-12-31 20:30:00+00:00,1898.148,1898.248,1897.748,1897.748,0.02627
2020-12-31 20:35:00+00:00,1897.748,1899.048,1897.748,1898.648,0.07277
2020-12-31 20:40:00+00:00,1898.565,1898.648,1897.748,1898.568,0.03959
2020-12-31 20:45:00+00:00,1898.568,1898.88,1898.098,1898.268,0.06636
2020-12-31 20:50:00+00:00,1898.348,1900.398,1898.348,1900.15,0.14734
2020-12-31 20:55:00+00:00,1900.148,1900.88,1899.48,1900.538,0.14902
2020-12-31 21:00:00+00:00,1900.538,1900.824,1899.424,1899.424,0.07535
2020-12-31 21:05:00+00:00,1899.424,1899.424,1898.804,1898.938,0.030985
2020-12-31 21:10:00+00:00,1898.928,1899.208,1898.468,1898.468,0.0147
2020-12-31 21:15:00+00:00,1898.468,1898.708,1898.068,1898.268,0.0163
2020-12-31 21:20:00+00:00,1898.268,1898.388,1898.088,1898.248,0.01009
2020-12-31 21:25:00+00:00,1898.248,1898.548,1897.988,1898.148,0.01446
2020-12-31 21:30:00+00:00,1898.148,1898.828,1897.908,1897.958,0.01171
2020-12-31 21:35:00+00:00,1898.008,1898.058,1897.508,1897.888,0.01117
2020-12-31 21:40:00+00:00,1897.788,1898.325,1897.678,1898.215,0.01876
2020-12-31 21:45:00+00:00,1898.115,1898.248,1896.998,1897.0,0.07723
2020-12-31 21:50:00+00:00,1897.0,1897.805,1896.958,1897.805,0.06843
2020-12-31 21:55:00+00:00,1897.805,1898.098,1897.398,1897.765,0.059005
2021-01-03 23:00:00+00:00,1904.998,1910.898,1903.288,1908.85,0.679415
2021-01-03 23:05:00+00:00,1908.878,1909.258,1907.618,1908.568,0.45534
2021-01-03 23:10:00+00:00,1908.518,1909.405,1907.665,1908.805,0.20837
2021-01-03 23:15:00+00:00,1908.785,1909.678,1907.978,1909.358,0.08606
2021-01-03 23:20:00+00:00,1909.368,1910.588,1909.005,1909.048,0.14109
2021-01-03 23:25:00+00:00,1909.148,1911.148,1909.148,1910.765,0.12215
2021-01-03 23:30:00+00:00,1910.645,1914.658,1910.235,1914.458,0.39569
2021-01-03 23:35:00+00:00,1914.488,1914.858,1913.165,1914.105,0.20417
2021-01-03 23:40:00+00:00,1914.095,1914.758,1913.905,1914.085,0.13107
2021-01-03 23:45:00+00:00,1914.115,1914.315,1913.285,1913.295,0.1518
2021-01-03 23:50:00+00:00,1913.305,1913.558,1912.338,1912.338,0.13412
2021-01-03 23:55:00+00:00,1912.388,1913.498,1909.455,1913.035,0.38788
2021-01-04 00:00:00+00:00,1913.025,1913.33,1911.335,1911.428,0.28818
2021-01-04 00:05:00+00:00,1911.418,1911.958,1910.828,1911.098,0.10226
2021-01-04 00:10:00+00:00,1911.098,1911.158,1910.268,1910.308,0.16217
2021-01-04 00:15:00+00:00,1910.308,1910.708,1909.858,1909.948,0.17726
2021-01-04 00:20:00+00:00,1909.948,1910.908,1909.948,1910.628,0.04703
2021-01-04 00:25:00+00:00,1910.628,1911.118,1910.178,1910.918,0.05075
2021-01-04 00:30:00+00:00,1910.878,1911.875,1910.648,1911.658,0.06216
2021-01-04 00:35:00+00:00,1911.708,1912.215,1910.258,1911.348,0.09893
2021-01-04 00:40:00+00:00,1911.298,1912.068,1910.875,1911.558,0.05258
2021-01-04 00:45:00+00:00,1911.458,1911.918,1911.258,1911.688,0.04348
2021-01-04 00:50:00+00:00,1911.738,1912.705,1911.288,1912.645,0.10516
2021-01-04 00:55:00+00:00,1912.635,1913.508,1911.388,1913.278,0.12278
2021-01-04 01:00:00+00:00,1913.278,1915.298,1912.124,1914.298,0.3431
2021-01-04 01:05:00+00:00,1914.244,1916.888,1914.198,1916.458,0.46975
2021-01-04 01:10:00+00:00,1916.458,1916.778,1915.665,1916.315,0.30285
2021-01-04 01:15:00+00:00,1916.178,1916.505,1913.778,1913.985,0.22745
2021-01-04 01:20:00+00:00,1914.015,1914.985,1913.818,1914.178,0.18092
2021-01-04 01:25:00+00:00,1914.204,1915.215,1914.204,1914.855,0.15909
2021-01-04 01:30:00+00:00,1914.865,1915.295,1913.174,1913.445,0.29171
2021-01-04 01:35:00+00:00,1913.505,1915.285,1913.505,1915.225,0.17381
2021-01-04 01:40:00+00:00,1915.245,1918.008,1915.015,1916.955,0.24434
2021-01-04 01:45:00+00:00,1916.968,1918.118,1915.034,1917.278,0.18676
2021-01-04 01:50:00+00:00,1917.328,1918.655,1917.048,1917.288,0.18121
2021-01-04 01:55:00+00:00,1917.338,1917.638,1916.518,1916.524,0.09579
2021-01-04 02:00:00+00:00,1916.558,1916.994,1915.394,1915.494,0.16413
2021-01-04 02:05:00+00:00,1915.475,1917.565,1915.465,1917.505,0.20493
2021-01-04 02:10:00+00:00,1917.505,1918.828,1917.288,1918.575,0.19246
2021-01-04 02:15:00+00:00,1918.585,1919.058,1918.165,1918.745,0.18409
2021-01-04 02:20:00+00:00,1918.765,1918.765,1918.135,1918.365,0.13343
2021-01-04 02:25:00+00:00,1918.375,1918.675,1918.048,1918.288,0.08336
2021-01-04 02:30:00+00:00,1918.338,1918.848,1918.188,1918.398,0.10689
2021-01-04 02:35:00+00:00,1918.398,1918.708,1917.928,1918.108,0.16431
2021-01-04 02:40:00+00:00,1918.105,1919.065,1917.948,1919.045,0.17527
2021-01-04 02:45:00+00:00,1919.055,1919.788,1919.005,1919.785,0.23541
2021-01-04 02:50:00+00:00,1919.785,1920.615,1919.605,1920.595,0.39433
2021-01-04 02:55:00+00:00,1920.595,1921.775,1920.595,1921.675,0.29703
2021-01-04 03:00:00+00:00,1921.695,1921.985,1921.475,1921.768,0.11992
2021-01-04 03:05:00+00:00,1921.668,1921.755,1920.675,1920.855,0.14537
2021-01-04 03:10:00+00:00,1920.895,1921.415,1920.865,1921.345,0.12596
2021-01-04 03:15:00+00:00,1921.315,1922.328,1921.308,1922.165,0.14006
2021-01-04 03:20:00+00:00,1922.218,1922.805,1922.108,1922.595,0.16427
2021-01-04 03:25:00+00:00,1922.615,1923.495,1922.485,1923.078,0.10826
2021-01-04 03:30:00+00:00,1923.078,1923.305,1922.825,1923.115,0.09568
2021-01-04 03:35:00+00:00,1923.095,1924.475,1923.025,1924.418,0.16512
2021-01-04 03:40:00+00:00,1924.368,1925.145,1923.885,1924.168,0.16469
2021-01-04 03:45:00+00:00,1924.125,1924.218,1922.328,1922.575,0.13027
2021-01-04 03:50:00+00:00,1922.56,1923.008,1921.807,1922.249,0.21386
2021-01-04 03:55:00+00:00,1922.256,1923.12,1922.089,1923.12,0.14977
2021-01-04 04:00:00+00:00,1923.119,1923.634,1922.99,1923.104,0.16067
2021-01-04 04:05:00+00:00,1923.094,1923.285,1922.025,1923.195,0.14152
2021-01-04 04:10:00+00:00,1923.185,1923.465,1922.635,1923.108,0.10957
2021-01-04 04:15:00+00:00,1923.075,1923.108,1922.605,1922.865,0.04361
2021-01-04 04:20:00+00:00,1922.905,1923.015,1921.238,1921.326,0.13519
2021-01-04 04:25:00+00:00,1921.319,1921.996,1921.182,1921.938,0.09804
2021-01-04 04:30:00+00:00,1921.988,1922.151,1921.108,1921.444,0.11287
2021-01-04 04:35:00+00:00,1921.428,1921.944,1921.318,1921.524,0.07807
2021-01-04 04:40:00+00:00,1921.508,1922.925,1920.108,1922.785,0.17372
2021-01-04 04:45:00+00:00,1922.785,1922.895,1922.255,1922.625,0.11293
2021-01-04 04:50:00+00:00,1922.615,1922.728,1922.425,1922.658,0.02983
2021-01-04 04:55:00+00:00,1922.708,1922.988,1922.495,1922.605,0.04626
2021-01-04 05:00:00+00:00,1922.595,1922.925,1922.435,1922.785,0.05105
2021-01-04 05:05:00+00:00,1922.795,1922.858,1922.655,1922.745,0.05669
2021-01-04 05:10:00+00:00,1922.75,1922.755,1922.018,1922.018,0.07403
2021-01-04 05:15:00+00:00,1922.018,1922.018,1919.948,1919.948,0.06095
2021-01-04 05:20:00+00:00,1919.948,1920.228,1918.984,1919.618,0.190895
2021-01-04 05:25:00+00:00,1919.568,1920.585,1919.495,1920.585,0.09599
2021-01-04 05:30:00+00:00,1920.585,1921.858,1920.465,1921.495,0.28863
2021-01-04 05:35:00+00:00,1921.465,1921.575,1920.538,1920.788,0.12227
